window_days,batter_id,player,team_recent,stand_recent,pa,bbe,air_bbe,hr,barrels,hard_air_bbe,blast_bbe,pulled_air_proxy_bbe,sweet_spot_bbe,max_ev,avg_ev,avg_la,hr_per_pa,barrel_per_pa,barrel_per_bbe,hard_air_per_pa,blast_per_pa,pulled_air_per_bbe,sweet_spot_per_bbe,slate_date,pull_timestamp,data_notes
7,681198,tj rumfield,COL,L,29,33,24,0,0,1,0,6,10,102.7,77.77,28.12,0.0,0.0,0.0,0.0345,0.0,0.1818,0.303,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681297,colton cowser,BAL,L,9,12,8,0,0,3,1,1,2,100.2,85.98,21.25,0.0,0.0,0.0,0.3333,0.1111,0.0833,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681351,logan o'hoppe,LAA,R,21,21,16,0,3,6,0,8,6,110.6,93.6,26.57,0.0,0.1429,0.1429,0.2857,0.0,0.381,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681481,kerry carpenter,DET,L,13,15,10,0,0,0,0,1,4,90.0,71.03,23.93,0.0,0.0,0.0,0.0,0.0,0.0667,0.2667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681546,james outman,DET,L,12,10,6,0,2,3,0,2,4,106.7,81.07,6.7,0.0,0.1667,0.2,0.25,0.0,0.2,0.4,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681624,andy pages,LAD,R,22,36,26,1,1,5,1,5,13,106.3,81.19,15.81,0.0455,0.0455,0.0278,0.2273,0.0455,0.1389,0.3611,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681715,heriberto hernandez,MIA,R,21,23,15,2,4,6,3,4,7,110.4,82.7,16.74,0.0952,0.1905,0.1739,0.2857,0.1429,0.1739,0.3043,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681807,david fry,CLE,R,5,13,8,0,0,2,1,1,3,102.5,77.15,13.46,0.0,0.0,0.0,0.4,0.2,0.0769,0.2308,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,681987,nate eaton,BOS,R,5,6,1,0,0,0,0,0,0,98.3,84.1,-9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682177,daniel schneemann,CLE,L,13,14,9,0,1,3,1,3,3,102.2,83.66,17.07,0.0,0.0769,0.0714,0.2308,0.0769,0.2143,0.2143,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682622,noelvi marte,CIN,R,17,18,12,1,0,0,0,3,6,105.9,82.53,26.28,0.0588,0.0,0.0,0.0,0.0,0.1667,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682626,francisco álvarez,NYM,R,20,24,13,0,0,4,0,4,4,106.9,82.57,11.67,0.0,0.0,0.0,0.2,0.0,0.1667,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682634,kevin alcántara,CHC,R,2,3,2,0,0,0,0,1,2,101.7,93.67,7.67,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682668,luisangel acuña,CWS,R,9,11,8,0,0,3,0,3,5,104.8,87.24,14.18,0.0,0.0,0.0,0.3333,0.0,0.2727,0.4545,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682674,victor bericoto,SF,R,11,20,15,0,1,3,1,3,5,100.4,78.75,21.95,0.0,0.0909,0.05,0.2727,0.0909,0.15,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682729,jonatan clase,TOR,L,18,23,11,2,0,3,0,3,5,108.4,81.98,17.87,0.1111,0.0,0.0,0.1667,0.0,0.1304,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682829,elly de la cruz,CIN,R,28,25,12,2,4,7,3,5,8,112.4,88.42,7.2,0.0714,0.1429,0.16,0.25,0.1071,0.2,0.32,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682928,cj abrams,WSH,L,27,41,30,2,2,8,2,8,15,108.1,83.58,26.27,0.0741,0.0741,0.0488,0.2963,0.0741,0.1951,0.3659,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682985,riley greene,DET,L,24,27,12,0,1,2,1,5,7,100.6,77.45,5.44,0.0,0.0417,0.037,0.0833,0.0417,0.1852,0.2593,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682997,tyler callihan,PIT,L,14,22,16,0,0,2,0,3,5,96.5,78.32,27.91,0.0,0.0,0.0,0.1429,0.0,0.1364,0.2273,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,682998,corbin carroll,AZ,L,30,35,17,0,0,5,1,3,2,106.5,82.63,7.23,0.0,0.0,0.0,0.1667,0.0333,0.0857,0.0571,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683002,gunnar henderson,BAL,L,26,31,15,1,1,4,1,6,6,107.3,88.72,8.81,0.0385,0.0385,0.0323,0.1538,0.0385,0.1935,0.1935,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683011,anthony volpe,NYY,R,11,16,6,0,0,0,0,0,3,105.3,75.18,-2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683083,nasim nuñez,WSH,L,15,17,6,0,0,0,0,0,1,98.0,77.79,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683146,brett baty,NYM,L,30,43,28,1,4,8,2,10,14,110.8,87.47,18.98,0.0333,0.1333,0.093,0.2667,0.0667,0.2326,0.3256,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683357,owen caissie,MIA,L,3,2,2,1,1,2,1,1,1,108.5,105.65,35.5,0.3333,0.3333,0.5,0.6667,0.3333,0.5,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683679,jesus rodriguez,SF,R,3,3,1,0,0,1,0,1,1,106.5,80.8,5.33,0.0,0.0,0.0,0.3333,0.0,0.3333,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683734,andrew vaughn,MIL,R,15,24,13,0,1,2,1,4,4,101.4,82.71,18.62,0.0,0.0667,0.0417,0.1333,0.0667,0.1667,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683737,michael busch,CHC,L,26,40,27,0,0,6,0,7,13,98.4,83.52,19.73,0.0,0.0,0.0,0.2308,0.0,0.175,0.325,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683748,victor mesa,TB,L,14,23,19,2,1,6,2,3,7,105.2,82.44,27.39,0.1429,0.0714,0.0435,0.4286,0.1429,0.1304,0.3043,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,683953,travis bazzana,CLE,L,28,35,19,0,0,2,0,2,5,103.9,80.01,16.8,0.0,0.0,0.0,0.0714,0.0,0.0571,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,685133,wade meckler,LAA,L,15,19,13,0,0,4,1,2,7,102.5,83.65,14.68,0.0,0.0,0.0,0.2667,0.0667,0.1053,0.3684,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686217,sal frelick,MIL,L,23,44,26,1,0,2,0,5,9,99.5,77.25,16.25,0.0435,0.0,0.0,0.087,0.0,0.1136,0.2045,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686452,drew millas,WSH,L,7,12,7,0,0,0,0,1,2,96.3,76.66,11.58,0.0,0.0,0.0,0.0,0.0,0.0833,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686469,vinnie pasquantino,KC,L,8,16,10,0,0,1,1,0,3,107.8,78.99,19.12,0.0,0.0,0.0,0.125,0.125,0.0,0.1875,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686475,tyler tolbert,KC,R,17,29,19,2,1,3,0,4,9,103.5,75.72,17.1,0.1176,0.0588,0.0345,0.1765,0.0,0.1379,0.3103,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686527,dominic canzone,SEA,L,22,23,9,1,2,3,2,1,5,106.1,85.97,3.13,0.0455,0.0909,0.087,0.1364,0.0909,0.0435,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686555,isaac collins,KC,L,24,36,25,1,1,4,1,7,8,106.1,79.91,23.17,0.0417,0.0417,0.0278,0.1667,0.0417,0.1944,0.2222,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686611,dylan crews,WSH,R,22,25,16,0,0,2,0,5,7,104.8,81.75,17.24,0.0,0.0,0.0,0.0909,0.0,0.2,0.28,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686681,michael massey,KC,L,22,29,24,0,1,7,2,7,10,107.3,85.42,27.79,0.0,0.0455,0.0345,0.3182,0.0909,0.2414,0.3448,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686780,pedro pagés,STL,R,7,10,5,0,0,1,0,0,2,105.7,82.96,11.3,0.0,0.0,0.0,0.1429,0.0,0.0,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686797,brooks lee,MIN,L,26,33,21,0,0,3,0,3,9,103.9,82.52,22.03,0.0,0.0,0.0,0.1154,0.0,0.0909,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,686948,drake baldwin,ATL,L,30,44,37,0,2,12,2,8,12,105.1,85.97,29.48,0.0,0.0667,0.0455,0.4,0.0667,0.1818,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687093,vaughn grissom,LAA,R,19,32,23,1,1,6,1,5,10,106.9,82.68,22.53,0.0526,0.0526,0.0312,0.3158,0.0526,0.1562,0.3125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687221,dalton rushing,LAD,L,17,20,13,0,1,3,2,2,7,107.0,82.95,22.8,0.0,0.0588,0.05,0.1765,0.1176,0.1,0.35,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687263,zach neto,LAA,R,27,39,26,0,2,6,1,4,10,109.7,80.96,20.85,0.0,0.0741,0.0513,0.2222,0.037,0.1026,0.2564,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687282,gabriel rincones,PHI,L,17,22,12,0,1,1,0,2,6,112.7,86.45,12.73,0.0,0.0588,0.0455,0.0588,0.0,0.0909,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687394,,PIT,R,1,0,0,0,0,0,0,0,0,,,,0.0,0.0,,0.0,0.0,,,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687401,joey ortiz,MIL,R,28,39,27,1,2,8,2,7,11,106.6,83.18,15.28,0.0357,0.0714,0.0513,0.2857,0.0714,0.1795,0.2821,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687515,colby thomas,ATH,R,10,11,8,0,0,0,0,0,2,96.6,77.45,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687529,grant mccray,SF,L,1,2,1,0,0,0,0,0,0,84.8,76.75,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687551,drew gilbert,SF,L,18,25,16,0,0,1,0,2,5,103.2,76.63,15.88,0.0,0.0,0.0,0.0556,0.0,0.08,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687637,dylan beavers,BAL,L,13,13,10,0,0,3,1,4,5,102.6,85.46,22.23,0.0,0.0,0.0,0.2308,0.0769,0.3077,0.3846,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687749,jase bowen,SD,R,8,9,5,0,2,2,1,3,3,105.5,88.24,5.67,0.0,0.25,0.2222,0.25,0.125,0.3333,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,687859,troy johnston,COL,L,13,19,11,0,0,1,0,2,3,102.1,83.99,21.68,0.0,0.0,0.0,0.0769,0.0,0.1053,0.1579,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,689414,liam hicks,MIA,L,23,26,10,0,0,3,0,6,5,103.8,81.75,6.88,0.0,0.0,0.0,0.1304,0.0,0.2308,0.1923,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,690924,braxton fulford,COL,R,9,8,4,0,1,1,0,0,1,99.7,79.16,12.62,0.0,0.1111,0.125,0.1111,0.0,0.0,0.125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,690976,alex freeland,LAD,L,6,6,5,0,0,2,0,0,2,102.5,89.3,18.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,690984,petey halpin,CLE,L,9,12,10,0,0,1,0,2,4,96.5,74.4,28.67,0.0,0.0,0.0,0.1111,0.0,0.1667,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,690993,colt keith,DET,L,15,18,8,2,2,2,2,5,4,107.7,86.6,6.28,0.1333,0.1333,0.1111,0.1333,0.1333,0.2778,0.2222,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691011,drew romo,CWS,R,5,4,3,0,0,0,0,0,1,76.3,61.23,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691016,tyler soderstrom,ATH,L,12,14,11,1,1,3,1,5,5,110.2,89.52,23.79,0.0833,0.0833,0.0714,0.25,0.0833,0.3571,0.3571,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691019,kyle teel,CWS,L,15,19,12,0,0,3,0,3,6,100.5,82.49,11.21,0.0,0.0,0.0,0.2,0.0,0.1579,0.3158,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691023,jordan walker,STL,R,31,34,18,2,3,7,3,7,9,115.0,89.67,7.12,0.0645,0.0968,0.0882,0.2258,0.0968,0.2059,0.2647,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691026,masyn winn,STL,R,26,32,20,0,0,5,0,4,11,108.4,83.08,13.56,0.0,0.0,0.0,0.1923,0.0,0.125,0.3438,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691176,jasson domínguez,NYY,L,27,36,22,1,1,5,2,6,10,108.9,81.32,17.44,0.037,0.037,0.0278,0.1852,0.0741,0.1667,0.2778,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691406,junior caminero,TB,R,30,31,16,2,3,5,2,5,7,116.9,86.94,8.06,0.0667,0.1,0.0968,0.1667,0.0667,0.1613,0.2258,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691458,blaze jordan,STL,R,15,17,10,0,1,3,1,2,6,105.6,87.66,14.24,0.0,0.0667,0.0588,0.2,0.0667,0.1176,0.3529,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691594,javier sanoja,MIA,R,19,25,14,0,0,0,0,8,6,100.5,80.53,9.92,0.0,0.0,0.0,0.0,0.0,0.32,0.24,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691718,pete crow-armstrong,CHC,L,28,38,27,2,1,6,3,7,8,115.6,83.94,27.68,0.0714,0.0357,0.0263,0.2143,0.1071,0.1842,0.2105,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691720,kyle karros,COL,R,31,45,32,2,2,4,2,3,13,107.9,81.76,21.24,0.0645,0.0645,0.0444,0.129,0.0645,0.0667,0.2889,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691723,coby mayo,BAL,R,9,11,10,2,3,4,2,3,7,113.0,90.23,29.91,0.2222,0.3333,0.2727,0.4444,0.2222,0.2727,0.6364,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691777,max muncy,ATH,R,4,4,2,0,0,1,0,0,2,103.9,80.28,4.5,0.0,0.0,0.0,0.25,0.0,0.0,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691788,joe mack,MIA,L,16,23,8,0,0,1,1,1,5,103.9,75.92,-8.39,0.0,0.0,0.0,0.0625,0.0625,0.0435,0.2174,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,691907,tsung-che cheng,BOS,L,10,5,4,0,0,1,0,2,4,102.3,75.36,8.8,0.0,0.0,0.0,0.1,0.0,0.4,0.8,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,693304,nick gonzales,PIT,R,26,38,24,0,0,1,0,4,18,104.2,78.82,9.47,0.0,0.0,0.0,0.0385,0.0,0.1053,0.4737,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,693307,dillon dingler,DET,R,13,17,10,0,0,2,1,1,4,104.0,78.37,15.12,0.0,0.0,0.0,0.1538,0.0769,0.0588,0.2353,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,693459,kyler fedko,MIN,R,2,2,2,0,0,1,0,0,0,96.2,91.85,54.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694192,jackson chourio,MIL,R,33,50,27,0,0,8,0,3,11,110.9,81.9,11.94,0.0,0.0,0.0,0.2424,0.0,0.06,0.22,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694203,denzer guzman,LAA,R,21,29,21,1,0,5,0,3,8,101.9,79.89,25.59,0.0476,0.0,0.0,0.2381,0.0,0.1034,0.2759,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694212,samuel basallo,BAL,L,24,29,15,2,4,6,4,3,8,105.9,88.83,7.93,0.0833,0.1667,0.1379,0.25,0.1667,0.1034,0.2759,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694249,cole carrigg,COL,R,27,34,24,0,1,4,1,6,11,102.7,83.25,20.06,0.0,0.037,0.0294,0.1481,0.037,0.1765,0.3235,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694371,tommy troy,AZ,R,14,20,8,1,1,2,1,2,4,104.6,76.31,0.95,0.0714,0.0714,0.05,0.1429,0.0714,0.1,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694374,tim tawa,AZ,R,19,24,11,2,3,5,2,3,7,107.0,79.8,5.33,0.1053,0.1579,0.125,0.2632,0.1053,0.125,0.2917,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694378,jacob gonzalez,CWS,L,4,8,7,0,0,0,0,1,3,79.6,71.16,33.75,0.0,0.0,0.0,0.0,0.0,0.125,0.375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694384,nolan schanuel,LAA,L,22,28,23,0,0,6,0,7,11,101.2,82.13,25.11,0.0,0.0,0.0,0.2727,0.0,0.25,0.3929,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694497,evan carter,TEX,L,18,16,8,0,0,1,1,2,3,105.0,77.02,5.75,0.0,0.0,0.0,0.0556,0.0556,0.125,0.1875,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694671,wyatt langford,TEX,R,18,22,17,1,1,5,1,5,7,108.6,86.37,25.91,0.0556,0.0556,0.0455,0.2778,0.0556,0.2273,0.3182,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694673,,WSH,L,2,5,3,0,0,2,1,0,2,109.9,98.92,14.8,0.0,0.0,0.0,1.0,0.5,0.0,0.4,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,694728,brice matthews,HOU,R,15,23,15,1,1,3,1,4,6,107.9,81.45,16.0,0.0667,0.0667,0.0435,0.2,0.0667,0.1739,0.2609,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695257,billy cook,PIT,R,4,2,2,0,0,0,0,1,1,87.2,78.1,24.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695391,brett harris,BOS,R,4,6,1,0,0,0,0,0,0,102.6,83.05,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695490,edwin arroyo,CIN,R,19,25,17,0,1,2,2,6,9,105.1,85.64,20.12,0.0,0.0526,0.04,0.1053,0.1053,0.24,0.36,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695506,jac caglianone,KC,L,32,39,15,1,2,7,0,8,7,115.0,81.21,0.18,0.0312,0.0625,0.0513,0.2188,0.0,0.2051,0.1795,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695508,cameron cauley,TEX,R,7,10,7,0,0,0,0,1,2,94.3,80.14,15.6,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695578,james wood,WSH,L,29,28,14,5,4,6,4,4,8,111.9,87.03,11.46,0.1724,0.1379,0.1429,0.2069,0.1379,0.1429,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695600,carter jensen,KC,L,26,41,25,0,1,4,1,3,10,104.0,79.86,20.44,0.0,0.0385,0.0244,0.1538,0.0385,0.0732,0.2439,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695657,colson montgomery,CWS,L,25,25,17,0,0,6,1,7,5,111.8,85.12,25.44,0.0,0.0,0.0,0.24,0.04,0.28,0.2,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695731,braden montgomery,CWS,R,19,20,14,1,0,4,0,4,7,105.7,83.73,21.2,0.0526,0.0,0.0,0.2105,0.0,0.2,0.35,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,695734,daylen lile,WSH,L,23,39,24,0,2,5,4,8,17,104.8,81.76,17.87,0.0,0.087,0.0513,0.2174,0.1739,0.2051,0.4359,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,696030,alejandro osuna,TEX,L,12,12,7,1,1,1,1,1,5,104.5,78.54,7.75,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,0.4167,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,696100,hunter goodman,COL,R,24,24,15,0,1,7,1,6,10,110.5,84.23,12.75,0.0,0.0417,0.0417,0.2917,0.0417,0.25,0.4167,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,696135,kahlil watson,CLE,L,21,24,12,0,0,1,0,1,7,105.5,78.38,8.0,0.0,0.0,0.0,0.0476,0.0,0.0417,0.2917,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,696285,jacob young,WSH,R,11,11,6,0,0,2,0,3,4,99.0,83.94,3.55,0.0,0.0,0.0,0.1818,0.0,0.2727,0.3636,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,699013,esmerlyn valdez,PIT,R,27,33,21,4,5,6,4,4,8,109.2,86.29,22.06,0.1481,0.1852,0.1515,0.2222,0.1481,0.1212,0.2424,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,699393,pedro ramírez,CHC,L,2,1,0,0,0,0,0,0,0,90.1,90.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,699625,jimmy crooks,STL,L,8,6,4,1,1,1,1,1,1,102.7,84.08,12.0,0.125,0.125,0.1667,0.125,0.125,0.1667,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,700250,ben rice,NYY,L,30,46,27,5,6,8,6,6,16,105.7,85.23,13.76,0.1667,0.2,0.1304,0.2667,0.2,0.1304,0.3478,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,700932,kyle manzardo,CLE,L,24,37,19,0,1,4,1,3,9,106.9,82.46,14.86,0.0,0.0417,0.027,0.1667,0.0417,0.0811,0.2432,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
