window_days,batter_id,player,team_recent,stand_recent,pa,bbe,air_bbe,hr,barrels,hard_air_bbe,blast_bbe,pulled_air_proxy_bbe,sweet_spot_bbe,max_ev,avg_ev,avg_la,hr_per_pa,barrel_per_pa,barrel_per_bbe,hard_air_per_pa,blast_per_pa,pulled_air_per_bbe,sweet_spot_per_bbe,slate_date,pull_timestamp,data_notes
7,500743,miguel rojas,LAD,R,10,12,4,0,0,1,0,2,2,100.1,80.17,0.92,0.0,0.0,0.0,0.1,0.0,0.1667,0.1667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,502671,paul goldschmidt,NYY,R,23,26,17,1,1,4,1,2,8,103.2,79.16,16.12,0.0435,0.0435,0.0385,0.1739,0.0435,0.0769,0.3077,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,514888,josé altuve,HOU,R,26,33,22,3,2,6,1,8,11,107.4,79.51,20.61,0.1154,0.0769,0.0606,0.2308,0.0385,0.2424,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,516782,starling marte,KC,R,9,20,10,0,0,1,0,1,6,103.9,82.41,12.55,0.0,0.0,0.0,0.1111,0.0,0.05,0.3,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,518692,freddie freeman,LAD,L,24,38,25,0,0,6,0,5,13,107.4,83.19,19.47,0.0,0.0,0.0,0.25,0.0,0.1316,0.3421,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,521692,salvador pérez,KC,R,30,47,31,1,3,10,2,8,14,108.9,84.61,20.4,0.0333,0.1,0.0638,0.3333,0.0667,0.1702,0.2979,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,542303,marcell ozuna,PIT,R,12,22,15,1,1,3,1,4,7,105.4,85.79,21.23,0.0833,0.0833,0.0455,0.25,0.0833,0.1818,0.3182,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,543309,kyle higashioka,TEX,R,13,20,16,2,1,5,1,5,7,106.7,82.52,25.55,0.1538,0.0769,0.05,0.3846,0.0769,0.25,0.35,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,543510,james mccann,AZ,R,7,9,4,2,1,3,1,2,4,105.5,86.83,-6.22,0.2857,0.1429,0.1111,0.4286,0.1429,0.2222,0.4444,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,543807,george springer,TOR,R,14,22,14,1,2,3,2,4,7,105.3,82.7,12.0,0.0714,0.1429,0.0909,0.2143,0.1429,0.1818,0.3182,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,543877,christian vázquez,HOU,R,10,11,9,1,0,3,1,1,6,103.4,84.74,23.36,0.1,0.0,0.0,0.3,0.1,0.0909,0.5455,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,545121,ildemaro vargas,AZ,L,19,26,13,0,0,4,0,3,8,101.5,89.36,12.46,0.0,0.0,0.0,0.2105,0.0,0.1154,0.3077,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,545341,randal grichuk,CWS,R,13,26,18,0,0,1,0,2,5,113.6,80.67,27.96,0.0,0.0,0.0,0.0769,0.0,0.0769,0.1923,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,545361,mike trout,LAA,R,19,30,20,1,1,2,1,6,10,110.6,79.14,18.5,0.0526,0.0526,0.0333,0.1053,0.0526,0.2,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,547180,bryce harper,PHI,L,30,43,28,0,0,2,0,2,9,104.0,79.79,26.47,0.0,0.0,0.0,0.0667,0.0,0.0465,0.2093,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,553869,elías díaz,TEX,R,13,23,13,0,0,1,0,3,3,108.0,79.59,14.87,0.0,0.0,0.0,0.0769,0.0,0.1304,0.1304,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,553993,eugenio suárez,CIN,R,25,25,18,3,2,6,2,4,10,111.3,82.27,20.44,0.12,0.08,0.08,0.24,0.08,0.16,0.4,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,571448,nolan arenado,AZ,R,29,33,21,3,3,5,2,6,11,104.7,81.3,14.55,0.1034,0.1034,0.0909,0.1724,0.069,0.1818,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,571657,kyle farmer,ATL,R,1,1,0,0,0,0,0,0,0,67.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,571912,luke maile,KC,R,7,8,7,1,1,1,0,1,2,98.6,75.46,34.12,0.1429,0.1429,0.125,0.1429,0.0,0.125,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,571970,max muncy,LAD,L,20,25,14,0,1,5,0,6,7,106.4,84.56,13.56,0.0,0.05,0.04,0.25,0.0,0.24,0.28,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,572233,christian walker,HOU,R,27,37,27,0,1,4,1,8,11,108.9,81.38,25.73,0.0,0.037,0.027,0.1481,0.037,0.2162,0.2973,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,573262,mike yastrzemski,ATL,L,19,24,20,1,3,7,2,7,9,107.0,87.38,35.04,0.0526,0.1579,0.125,0.3684,0.1053,0.2917,0.375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,575929,willson contreras,BOS,R,7,12,11,0,1,6,1,1,8,115.1,88.43,29.92,0.0,0.1429,0.0833,0.8571,0.1429,0.0833,0.6667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,592518,manny machado,SD,R,24,33,26,1,1,6,1,8,9,112.0,84.66,30.73,0.0417,0.0417,0.0303,0.25,0.0417,0.2424,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,592626,joc pederson,TEX,L,18,20,15,1,1,3,1,7,3,107.7,84.79,28.4,0.0556,0.0556,0.05,0.1667,0.0556,0.35,0.15,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,592663,j. t. realmuto,PHI,R,22,27,20,1,0,5,0,4,7,104.7,83.52,25.22,0.0455,0.0,0.0,0.2273,0.0,0.1481,0.2593,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,592885,christian yelich,MIL,L,33,46,25,0,1,3,1,1,12,106.7,82.61,9.7,0.0,0.0303,0.0217,0.0909,0.0303,0.0217,0.2609,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,593428,xander bogaerts,SD,R,28,25,9,1,2,4,3,4,6,104.3,82.42,-5.88,0.0357,0.0714,0.08,0.1429,0.1071,0.16,0.24,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,593871,jorge polanco,NYM,L,18,28,17,0,0,2,1,4,4,104.1,76.86,20.04,0.0,0.0,0.0,0.1111,0.0556,0.1429,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,595978,austin hedges,CLE,R,7,9,6,0,0,1,0,2,6,104.1,80.84,17.11,0.0,0.0,0.0,0.1429,0.0,0.2222,0.6667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,596019,francisco lindor,NYM,L,26,42,31,1,2,13,4,9,14,106.9,84.63,21.67,0.0385,0.0769,0.0476,0.5,0.1538,0.2143,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,596117,garrett stubbs,PHI,L,1,3,3,0,0,0,0,0,1,74.1,69.57,41.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,596142,gary sánchez,MIL,R,13,13,7,0,0,2,1,2,5,111.0,78.55,0.08,0.0,0.0,0.0,0.1538,0.0769,0.1538,0.3846,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,596146,max kepler,AZ,L,19,26,21,1,2,6,1,8,13,107.2,81.55,26.31,0.0526,0.1053,0.0769,0.3158,0.0526,0.3077,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,605137,josh bell,MIN,L,25,36,21,0,1,7,1,8,11,108.0,83.88,13.81,0.0,0.04,0.0278,0.28,0.04,0.2222,0.3056,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,605141,mookie betts,LAD,R,19,28,19,0,1,6,0,4,5,103.9,84.7,23.29,0.0,0.0526,0.0357,0.3158,0.0,0.1429,0.1786,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,605170,víctor caratini,MIN,L,12,13,7,0,0,3,1,1,6,109.0,96.52,12.77,0.0,0.0,0.0,0.25,0.0833,0.0769,0.4615,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,606192,teoscar hernández,LAD,R,21,22,18,0,1,5,0,1,4,104.7,83.73,33.05,0.0,0.0476,0.0455,0.2381,0.0,0.0455,0.1818,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,606466,ketel marte,AZ,L,31,48,31,0,1,5,1,6,14,108.9,81.41,22.73,0.0,0.0323,0.0208,0.1613,0.0323,0.125,0.2917,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,606992,eric haase,SF,R,6,4,1,0,0,0,0,0,0,79.6,53.43,-25.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,607043,brandon nimmo,TEX,L,22,34,20,1,2,5,2,1,11,106.0,87.31,15.44,0.0455,0.0909,0.0588,0.2273,0.0909,0.0294,0.3235,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,607208,trea turner,PHI,R,26,32,21,0,2,8,1,3,16,103.1,83.5,11.81,0.0,0.0769,0.0625,0.3077,0.0385,0.0938,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,608324,alex bregman,CHC,R,28,38,30,2,0,5,0,8,5,103.0,85.43,30.37,0.0714,0.0,0.0,0.1786,0.0,0.2105,0.1316,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,608348,carson kelly,CHC,R,20,24,15,2,2,4,2,2,8,106.6,80.05,18.92,0.1,0.1,0.0833,0.2,0.1,0.0833,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,608841,joey meneses,ATH,R,7,6,4,0,0,1,0,1,2,103.7,86.82,17.17,0.0,0.0,0.0,0.1429,0.0,0.1667,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,609280,miguel andújar,SD,R,10,13,5,0,0,2,0,2,4,104.5,81.61,-2.54,0.0,0.0,0.0,0.2,0.0,0.1538,0.3077,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,620443,luis torrens,NYM,R,13,14,7,0,0,1,0,1,5,99.6,80.22,2.93,0.0,0.0,0.0,0.0769,0.0,0.0714,0.3571,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,621020,dansby swanson,CHC,R,23,37,19,0,0,6,0,6,8,106.9,81.51,8.32,0.0,0.0,0.0,0.2609,0.0,0.1622,0.2162,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,621438,tyrone taylor,NYM,R,10,14,10,1,2,4,1,4,6,109.8,84.93,25.0,0.1,0.2,0.1429,0.4,0.1,0.2857,0.4286,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,621493,taylor ward,BAL,R,26,30,22,1,0,3,0,6,12,107.0,78.52,21.77,0.0385,0.0,0.0,0.1154,0.0,0.2,0.4,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,621566,matt olson,ATL,L,32,37,25,3,3,10,4,5,13,110.2,87.51,19.62,0.0938,0.0938,0.0811,0.3125,0.125,0.1351,0.3514,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,622761,jorge mateo,ATL,R,6,7,6,0,0,1,0,1,2,95.4,79.84,31.0,0.0,0.0,0.0,0.1667,0.0,0.1429,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,623168,tyler heineman,LAA,L,4,7,4,0,0,0,0,1,1,93.6,71.69,11.71,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,624413,pete alonso,BAL,R,26,31,24,2,3,7,2,2,12,111.9,78.98,24.03,0.0769,0.1154,0.0968,0.2692,0.0769,0.0645,0.3871,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,624424,michael conforto,CHC,L,13,16,12,1,0,3,0,2,5,102.1,80.7,22.0,0.0769,0.0,0.0,0.2308,0.0,0.125,0.3125,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,624431,jose trevino,CIN,R,7,8,7,0,0,0,0,0,2,104.4,87.7,29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,624585,jorge soler,LAA,R,22,26,18,0,3,4,0,4,7,110.9,82.57,19.58,0.0,0.1364,0.1154,0.1818,0.0,0.1538,0.2692,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,624641,edmundo sosa,PHI,R,17,28,18,0,1,5,1,5,6,109.8,80.32,17.64,0.0,0.0588,0.0357,0.2941,0.0588,0.1786,0.2143,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,630105,jake cronenworth,SD,L,24,33,16,1,1,8,1,5,8,108.0,84.77,4.91,0.0417,0.0417,0.0303,0.3333,0.0417,0.1515,0.2424,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,640459,brian navarreto,MIA,R,2,0,0,0,0,0,0,0,0,,,,0.0,0.0,,0.0,0.0,,,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,640492,josé azócar,ATL,R,2,2,1,0,0,0,0,0,1,92.2,84.45,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641343,jake bauers,MIL,L,32,29,22,2,3,7,2,9,11,114.8,83.72,26.07,0.0625,0.0938,0.1034,0.2188,0.0625,0.3103,0.3793,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641355,cody bellinger,NYY,L,29,34,21,0,0,5,0,6,14,104.9,81.63,16.44,0.0,0.0,0.0,0.1724,0.0,0.1765,0.4118,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641487,j. p. crawford,SEA,L,27,36,24,0,1,3,1,6,16,107.6,80.83,18.31,0.0,0.037,0.0278,0.1111,0.037,0.1667,0.4444,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641598,mitch garver,SEA,R,7,7,2,0,0,1,0,1,1,105.1,92.33,6.71,0.0,0.0,0.0,0.1429,0.0,0.1429,0.1429,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641680,jonah heim,ATH,R,20,29,19,0,0,3,1,3,9,104.2,79.94,16.62,0.0,0.0,0.0,0.15,0.05,0.1034,0.3103,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641857,ryan mcmahon,NYY,L,16,26,21,1,1,4,1,4,10,104.9,83.73,28.73,0.0625,0.0625,0.0385,0.25,0.0625,0.1538,0.3846,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,641933,tyler o'neill,BAL,R,13,15,12,3,3,6,2,2,4,108.7,87.0,28.13,0.2308,0.2308,0.2,0.4615,0.1538,0.1333,0.2667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642086,dominic smith,ATL,L,17,23,16,0,0,4,0,3,6,98.2,84.1,22.39,0.0,0.0,0.0,0.2353,0.0,0.1304,0.2609,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642201,eli white,ATL,R,6,7,5,0,0,1,0,0,2,101.4,82.39,27.57,0.0,0.0,0.0,0.1667,0.0,0.0,0.2857,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642215,weston wilson,SEA,R,4,4,3,1,1,1,1,1,0,101.1,86.85,40.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642350,josé siri,LAA,R,7,11,7,0,0,1,0,1,2,106.7,75.51,25.45,0.0,0.0,0.0,0.1429,0.0,0.0909,0.1818,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642708,amed rosario,NYY,R,10,11,7,0,0,0,0,1,2,94.1,71.63,20.91,0.0,0.0,0.0,0.0,0.0,0.0909,0.1818,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,642715,willy adames,SF,R,29,47,26,1,1,5,1,6,8,106.6,82.1,16.7,0.0345,0.0345,0.0213,0.1724,0.0345,0.1277,0.1702,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,643217,andrew benintendi,CWS,L,12,14,10,0,0,3,0,3,3,105.3,80.49,23.5,0.0,0.0,0.0,0.25,0.0,0.2143,0.2143,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,643289,mauricio dubón,ATL,R,31,54,35,1,1,2,1,5,11,105.2,78.37,19.85,0.0323,0.0323,0.0185,0.0645,0.0323,0.0926,0.2037,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,643446,jeff mcneil,ATH,L,9,23,11,0,0,5,0,2,6,103.1,86.93,7.04,0.0,0.0,0.0,0.5556,0.0,0.087,0.2609,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,645277,ozzie albies,ATL,L,31,61,42,0,0,7,0,12,20,108.7,80.98,25.8,0.0,0.0,0.0,0.2258,0.0,0.1967,0.3279,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,645302,víctor robles,SEA,R,19,33,20,0,0,5,0,3,9,99.6,76.96,13.7,0.0,0.0,0.0,0.2632,0.0,0.0909,0.2727,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,645305,ali sánchez,NYY,R,6,11,8,0,0,0,0,1,4,96.7,77.47,24.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.3636,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,646240,rafael devers,SF,L,30,33,24,1,1,5,0,8,12,111.4,89.33,23.82,0.0333,0.0333,0.0303,0.1667,0.0,0.2424,0.3636,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,647304,josh naylor,SEA,L,26,27,14,0,1,2,0,2,9,108.5,86.45,9.96,0.0,0.0385,0.037,0.0769,0.0,0.0741,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,649966,luis urías,TOR,R,5,6,4,0,0,0,0,2,2,96.8,83.15,24.33,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,650333,luis arráez,SF,L,31,40,29,0,0,4,0,8,15,98.7,80.37,18.5,0.0,0.0,0.0,0.129,0.0,0.2,0.375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,650489,willi castro,COL,R,22,39,25,1,0,1,0,3,10,102.6,77.37,20.74,0.0455,0.0,0.0,0.0455,0.0,0.0769,0.2564,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,650490,yandy díaz,TB,R,30,51,29,1,2,6,1,4,9,110.2,85.98,12.96,0.0333,0.0667,0.0392,0.2,0.0333,0.0784,0.1765,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,650859,luis rengifo,SD,L,2,2,1,0,0,0,0,0,1,94.0,84.45,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,655316,andruw monasterio,BOS,R,20,32,25,2,4,8,2,9,14,106.2,85.28,28.0,0.1,0.2,0.125,0.4,0.1,0.2812,0.4375,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656484,tristan gray,MIN,L,7,9,5,0,0,1,0,2,3,105.9,78.87,12.11,0.0,0.0,0.0,0.1429,0.0,0.2222,0.3333,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656537,derek hill,PHI,R,20,26,23,1,1,4,1,5,12,104.1,82.95,31.08,0.05,0.05,0.0385,0.2,0.05,0.1923,0.4615,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656555,rhys hoskins,CLE,R,12,11,7,2,2,2,2,4,4,108.2,88.25,15.82,0.1667,0.1667,0.1818,0.1667,0.1667,0.3636,0.3636,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656577,alex jackson,MIN,R,4,12,7,0,0,0,0,0,3,86.7,71.01,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656716,zach mckinstry,DET,L,23,29,21,1,2,3,2,5,12,102.7,78.09,17.93,0.0435,0.087,0.069,0.1304,0.087,0.1724,0.4138,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656775,cedric mullins,TB,L,23,29,21,1,1,5,1,9,4,106.9,82.59,26.66,0.0435,0.0435,0.0345,0.2174,0.0435,0.3103,0.1379,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656811,ryan o'hearn,PIT,L,25,31,22,3,5,6,1,6,12,105.1,85.08,21.97,0.12,0.2,0.1613,0.24,0.04,0.1935,0.3871,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656941,kyle schwarber,PHI,L,30,29,23,2,3,6,2,6,9,112.2,84.67,32.79,0.0667,0.1,0.1034,0.2,0.0667,0.2069,0.3103,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,656976,pavin smith,AZ,L,8,8,4,0,0,2,0,0,2,105.3,85.73,4.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,657041,lane thomas,KC,R,30,31,15,2,5,10,3,9,11,108.4,89.39,3.68,0.0667,0.1667,0.1613,0.3333,0.1,0.2903,0.3548,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,657136,connor wong,BOS,R,16,22,13,0,0,3,1,2,5,109.0,75.91,22.14,0.0,0.0,0.0,0.1875,0.0625,0.0909,0.2273,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,657757,gavin sheets,SD,L,30,32,15,0,0,1,0,2,5,100.9,77.05,9.28,0.0,0.0,0.0,0.0333,0.0,0.0625,0.1562,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,660271,shohei ohtani,LAD,L,25,22,19,4,6,10,4,3,10,112.2,90.52,25.0,0.16,0.24,0.2727,0.4,0.16,0.1364,0.4545,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,660688,keibert ruiz,WSH,L,15,26,13,1,1,3,0,2,8,100.4,80.73,6.69,0.0667,0.0667,0.0385,0.2,0.0,0.0769,0.3077,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,660710,rodolfo durán,SD,R,9,15,10,0,0,3,0,2,4,105.9,76.97,20.2,0.0,0.0,0.0,0.3333,0.0,0.1333,0.2667,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,661388,william contreras,MIL,R,24,27,14,0,1,4,1,5,6,108.3,82.71,9.44,0.0,0.0417,0.037,0.1667,0.0417,0.1852,0.2222,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,662139,daulton varsho,TOR,L,24,34,20,0,0,5,1,7,7,104.1,80.97,11.97,0.0,0.0,0.0,0.2083,0.0417,0.2059,0.2059,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,663330,jahmai jones,DET,R,2,2,2,0,0,0,0,0,0,87.5,78.35,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,663457,lars nootbaar,STL,L,20,19,12,1,1,6,1,6,6,108.8,85.71,13.84,0.05,0.05,0.0526,0.3,0.05,0.3158,0.3158,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
7,663494,bryan torres,STL,L,16,27,18,0,0,5,2,4,11,102.7,79.79,17.67,0.0,0.0,0.0,0.3125,0.125,0.1481,0.4074,2026-07-13,2026-07-13T13:35:31-04:00,Batter rolling HR contact-shape metrics from Statcast.
